n_trades,win_rate,avg_return,median_return,std_return,profit_factor,sharpe,sortino,expectancy,max_drawdown,avg_drawdown,cagr_annualized,reward_risk_ratio,ticker,signal_frequency,baseline_avg_return,excess_return_vs_baseline,p_value_vs_baseline,effect_size_vs_baseline,eligible,p_adjusted_vs_baseline,significant_vs_baseline
9539,0.5225914666107558,0.002427760646461923,0.003552577710214333,0.08370632474032338,1.0798760976921382,0.14559547034386042,0.22118148189575662,0.0023943532142880718,-0.9999999999998224,-0.9770453338519199,-0.02789965020383965,0.9854275563493552,ALB,9539,-0.005786321505354152,0.008214082151816075,0.5197808800109202,0.09537662089384934,True,0.9963579652345987,False
9162,0.5338354071163501,0.003532412321137283,0.003537432512024874,0.04972467243550648,1.2024658208907102,0.3566151017081399,0.5681864454288637,0.003479145427907039,-0.9999676022736053,-0.7325549003280297,0.059513285492150465,1.0468410274693607,FAST,9162,-0.004538956755682463,0.008071369076819747,0.22254595446783956,0.1692175321571905,True,0.9963579652345987,False
9365,0.5074212493326214,0.0014075675839033185,0.0014005658745649407,0.0718737972412883,1.05477169314404,0.09831028085049145,0.14423241127878098,0.0013852644252697853,-0.9999999999994565,-0.9728125504040698,-0.030681485516544673,1.0230308783040574,EOG,9365,-0.0065552916406586845,0.007962859224562004,0.3590076381068478,0.1203036634075063,True,0.9963579652345987,False
8932,0.5518360949395432,0.004915146404936581,0.005298418287826068,0.047317630968205626,1.3259188613540012,0.5214512777703908,0.7423763946724466,0.0049113780666763356,-0.9999935680794036,-0.6694589351349209,0.09979009433291161,1.0765525021583917,ORLY,8932,-0.002632248360103403,0.007547394765039984,0.20251189202216213,0.17093173138599893,True,0.9963579652345987,False
7768,0.49060247167868176,0.0006190636246967869,-0.0013976121726974045,0.11278282191368648,1.0167333544156698,0.027554504128021327,0.037694043655992264,0.000506528909763819,-1.0,-0.9825864904115944,-0.14880329241190884,1.0524830971319385,NCLH,7768,-0.006848639997300854,0.007467703621997641,0.6796632081659159,0.06223195437559583,True,0.9963579652345987,False
9276,0.5443078913324709,0.0022816912356225156,0.00512521768231089,0.06736258004048518,1.0967502108481413,0.1700350415846173,0.2342725669453189,0.0022649417181870926,-0.9999999765948464,-0.9215386598004109,-0.0009448638163275157,0.9175426600559613,CRL,9276,-0.004989487263421399,0.007271178499043915,0.4259099937515563,0.11132650955417393,True,0.9963579652345987,False
9285,0.5289176090468498,0.001804905921331186,0.003670304926226553,0.060381154847791885,1.0839686045142933,0.15005602060832562,0.2148344390737639,0.0017408299940684865,-0.9999999329370505,-0.9173176647130737,-0.0010983883632028448,0.9625711839313446,DD,9285,-0.005440607762828641,0.007245513684159826,0.2885506611257171,0.13384419545053486,True,0.9963579652345987,False
9318,0.5182442584245546,0.0010783803240453432,0.002512608500208069,0.08620314910756213,1.037498856335459,0.06279847452467048,0.0807856072725935,0.0009561440761668982,-0.999999999999917,-0.9796821272604849,-0.0706355254761563,0.96036858310613,PSKY,9318,-0.006120717259559033,0.0071990975836043756,0.45013644600519076,0.09382933250177626,True,0.9963579652345987,False
8738,0.5547035934996567,0.004656575616783409,0.0050521366525877465,0.05005236900921509,1.296946813494551,0.46702732632439264,0.703177692461374,0.004628313361869009,-0.9999052275891332,-0.6448799577008624,0.08974656234142155,1.0392699450408163,ERIE,8738,-0.002050402098270565,0.006706977715053974,0.36306698113932045,0.13274341604817996,True,0.9963579652345987,False
9311,0.5451616367737085,0.00357887401521291,0.005229813617162682,0.05155797830819059,1.2058183336594712,0.3484582902725416,0.5123039342598197,0.0034922203142306596,-0.9999941916242118,-0.748180091331427,0.05810189641948828,1.0010477655715153,CSX,9311,-0.0030924915624530726,0.006671365577665983,0.3103668400836254,0.13733618746770776,True,0.9963579652345987,False
9276,0.536222509702458,0.003189428071530676,0.0044747647769737275,0.05510389496140954,1.1661968785066539,0.2905566269125803,0.43119120082364193,0.0031849661646013404,-0.9999998738754612,-0.8252934873697036,0.04265628818999863,1.008406267482332,DE,9276,-0.003456666326782119,0.006646094398312795,0.3417905023346542,0.12827556307924629,True,0.9963579652345987,False
9051,0.5282289249806651,0.0039774354468257635,0.004375205234638635,0.06950487111425868,1.1724676504685987,0.2872686066283033,0.4028120609610983,0.0038579998825880937,-0.9999999924913816,-0.8158141517904303,0.038544134403169714,1.0417574940787717,LYB,9051,-0.0026010562666912793,0.006578491713517043,0.5865868945748911,0.08483562272433545,True,0.9963579652345987,False
9377,0.5082649034872561,0.0017338267263524011,0.0011362577389675277,0.08487957003807516,1.0671386263620035,0.10254223820111982,0.14262035958745176,0.0016664436122171764,-0.9999999999999998,-0.9628459493284693,-0.05128648928469172,1.029746232194472,OXY,9377,-0.0048296052320890934,0.006563431958441494,0.5656310139468527,0.07996059870747474,True,0.9963579652345987,False
8030,0.5339975093399751,0.00457932023642343,0.004187001931351186,0.06924062789380984,1.2027989613067038,0.3320016851715967,0.47766040021753936,0.004579320236423438,-0.9999842699074055,-0.7532689945491359,0.05585301089155122,1.049644056252259,PSX,8030,-0.0019799896014635965,0.006559309837887026,0.4657813817734131,0.09918819241607704,True,0.9963579652345987,False
9525,0.5376377952755905,0.001621510855132578,0.003268903175613014,0.04771853498254205,1.0986669308558101,0.17058193201993938,0.22637863038021092,0.0015615867434250266,-0.9999996204524289,-0.8537165839733022,0.011566084660199863,0.9414080243302666,GPC,9525,-0.0048521357326009,0.006473646587733478,0.26346445481463515,0.14716986653552006,True,0.9963579652345987,False
